time,tau_0,tau_1,tau_2,tau_3,tau_4,tau_5,tau_6,tau_7,tau_8,tau_9
27.59400000001074,-0.023060815408825874,0.1362302154302597,0.1935201298892498,-0.2914351603388786,0.2714087175130844,-0.04264665022492409,-0.035080552101135254,0.2381881673336029,-0.6830882287025452,0.3925384836196899
27.595000000010742,-0.023060815408825874,0.1362302154302597,0.1935201298892498,-0.2914351603388786,0.2714087175130844,-0.04264665022492409,-0.035080552101135254,0.2381881673336029,-0.6830882287025452,0.3925384836196899
27.596000000010743,-0.023060815408825874,0.1362302154302597,0.1935201298892498,-0.2914351603388786,0.2714087175130844,-0.04264665022492409,-0.035080552101135254,0.2381881673336029,-0.6830882287025452,0.3925384836196899
27.597000000010745,-0.023060815408825874,0.1362302154302597,0.1935201298892498,-0.2914351603388786,0.2714087175130844,-0.04264665022492409,-0.035080552101135254,0.2381881673336029,-0.6830882287025452,0.3925384836196899
27.598000000010746,-0.023060815408825874,0.1362302154302597,0.1935201298892498,-0.2914351603388786,0.2714087175130844,-0.04264665022492409,-0.035080552101135254,0.2381881673336029,-0.6830882287025452,0.3925384836196899
27.599000000010747,-0.023060815408825874,0.1362302154302597,0.1935201298892498,-0.2914351603388786,0.2714087175130844,-0.04264665022492409,-0.035080552101135254,0.2381881673336029,-0.6830882287025452,0.3925384836196899
27.60000000001075,-0.023060815408825874,0.1362302154302597,0.1935201298892498,-0.2914351603388786,0.2714087175130844,-0.04264665022492409,-0.035080552101135254,0.2381881673336029,-0.6830882287025452,0.3925384836196899
27.60100000001075,-0.019962577149271965,0.12975528836250305,0.18401963752508163,-0.2805249398946762,0.27358134406805035,-0.04163175821304321,-0.03381011635065079,0.2743998069763184,-0.7156901812553406,0.4024937855005264
27.60200000001075,-0.019962577149271965,0.12975528836250305,0.18401963752508163,-0.2805249398946762,0.27358134406805035,-0.04163175821304321,-0.03381011635065079,0.2743998069763184,-0.7156901812553406,0.4024937855005264
27.603000000010752,-0.019962577149271965,0.12975528836250305,0.18401963752508163,-0.2805249398946762,0.27358134406805035,-0.04163175821304321,-0.03381011635065079,0.2743998069763184,-0.7156901812553406,0.4024937855005264
27.604000000010753,-0.019962577149271965,0.12975528836250305,0.18401963752508163,-0.2805249398946762,0.27358134406805035,-0.04163175821304321,-0.03381011635065079,0.2743998069763184,-0.7156901812553406,0.4024937855005264
27.605000000010754,-0.019962577149271965,0.12975528836250305,0.18401963752508163,-0.2805249398946762,0.27358134406805035,-0.04163175821304321,-0.03381011635065079,0.2743998069763184,-0.7156901812553406,0.4024937855005264
27.606000000010756,-0.019962577149271965,0.12975528836250305,0.18401963752508163,-0.2805249398946762,0.27358134406805035,-0.04163175821304321,-0.03381011635065079,0.2743998069763184,-0.7156901812553406,0.4024937855005264
27.607000000010757,-0.019962577149271965,0.12975528836250305,0.18401963752508163,-0.2805249398946762,0.27358134406805035,-0.04163175821304321,-0.03381011635065079,0.2743998069763184,-0.7156901812553406,0.4024937855005264
27.608000000010758,-0.019962577149271965,0.12975528836250305,0.18401963752508163,-0.2805249398946762,0.27358134406805035,-0.04163175821304321,-0.03381011635065079,0.2743998069763184,-0.7156901812553406,0.4024937855005264
27.60900000001076,-0.019962577149271965,0.12975528836250305,0.18401963752508163,-0.2805249398946762,0.27358134406805035,-0.04163175821304321,-0.03381011635065079,0.2743998069763184,-0.7156901812553406,0.4024937855005264
27.61000000001076,-0.019962577149271965,0.12975528836250305,0.18401963752508163,-0.2805249398946762,0.27358134406805035,-0.04163175821304321,-0.03381011635065079,0.2743998069763184,-0.7156901812553406,0.4024937855005264
27.611000000010762,-0.010933559387922287,0.14625047147274017,0.16122510027885437,-0.28784368246793746,0.2677140938043594,-0.041329868137836456,-0.012995218858122826,0.30122918379306796,-0.7507330334186554,0.40397499072551724
27.612000000010763,-0.010933559387922287,0.14625047147274017,0.16122510027885437,-0.28784368246793746,0.2677140938043594,-0.041329868137836456,-0.012995218858122826,0.30122918379306796,-0.7507330334186554,0.40397499072551724
27.613000000010764,-0.010933559387922287,0.14625047147274017,0.16122510027885437,-0.28784368246793746,0.2677140938043594,-0.041329868137836456,-0.012995218858122826,0.30122918379306796,-0.7507330334186554,0.40397499072551724
27.614000000010765,-0.010933559387922287,0.14625047147274017,0.16122510027885437,-0.28784368246793746,0.2677140938043594,-0.041329868137836456,-0.012995218858122826,0.30122918379306796,-0.7507330334186554,0.40397499072551724
27.615000000010767,-0.010933559387922287,0.14625047147274017,0.16122510027885437,-0.28784368246793746,0.2677140938043594,-0.041329868137836456,-0.012995218858122826,0.30122918379306796,-0.7507330334186554,0.40397499072551724
27.616000000010768,-0.010933559387922287,0.14625047147274017,0.16122510027885437,-0.28784368246793746,0.2677140938043594,-0.041329868137836456,-0.012995218858122826,0.30122918379306796,-0.7507330334186554,0.40397499072551724
27.61700000001077,-0.010933559387922287,0.14625047147274017,0.16122510027885437,-0.28784368246793746,0.2677140938043594,-0.041329868137836456,-0.012995218858122826,0.30122918379306796,-0.7507330334186554,0.40397499072551724
27.61800000001077,-0.010933559387922287,0.14625047147274017,0.16122510027885437,-0.28784368246793746,0.2677140938043594,-0.041329868137836456,-0.012995218858122826,0.30122918379306796,-0.7507330334186554,0.40397499072551724
27.61900000001077,-0.010933559387922287,0.14625047147274017,0.16122510027885437,-0.28784368246793746,0.2677140938043594,-0.041329868137836456,-0.012995218858122826,0.30122918379306796,-0.7507330334186554,0.40397499072551724
27.620000000010773,-0.010933559387922287,0.14625047147274017,0.16122510027885437,-0.28784368246793746,0.2677140938043594,-0.041329868137836456,-0.012995218858122826,0.30122918379306796,-0.7507330334186554,0.40397499072551724
27.621000000010774,-0.007568355184048414,0.16089962422847748,0.15270146471261978,-0.2880906692147255,0.26182042378187176,-0.03614836931228638,-0.013237662613391876,0.32862820219993594,-0.7793612039089203,0.4154538022279739
27.622000000010775,-0.007568355184048414,0.16089962422847748,0.15270146471261978,-0.2880906692147255,0.26182042378187176,-0.03614836931228638,-0.013237662613391876,0.32862820219993594,-0.7793612039089203,0.4154538022279739
27.623000000010776,-0.007568355184048414,0.16089962422847748,0.15270146471261978,-0.2880906692147255,0.26182042378187176,-0.03614836931228638,-0.013237662613391876,0.32862820219993594,-0.7793612039089203,0.4154538022279739
27.624000000010778,-0.007568355184048414,0.16089962422847748,0.15270146471261978,-0.2880906692147255,0.26182042378187176,-0.03614836931228638,-0.013237662613391876,0.32862820219993594,-0.7793612039089203,0.4154538022279739
27.62500000001078,-0.007568355184048414,0.16089962422847748,0.15270146471261978,-0.2880906692147255,0.26182042378187176,-0.03614836931228638,-0.013237662613391876,0.32862820219993594,-0.7793612039089203,0.4154538022279739
27.62600000001078,-0.007568355184048414,0.16089962422847748,0.15270146471261978,-0.2880906692147255,0.26182042378187176,-0.03614836931228638,-0.013237662613391876,0.32862820219993594,-0.7793612039089203,0.4154538022279739
27.62700000001078,-0.007568355184048414,0.16089962422847748,0.15270146471261978,-0.2880906692147255,0.26182042378187176,-0.03614836931228638,-0.013237662613391876,0.32862820219993594,-0.7793612039089203,0.4154538022279739
27.628000000010783,-0.007568355184048414,0.16089962422847748,0.15270146471261978,-0.2880906692147255,0.26182042378187176,-0.03614836931228638,-0.013237662613391876,0.32862820219993594,-0.7793612039089203,0.4154538022279739
27.629000000010784,-0.007568355184048414,0.16089962422847748,0.15270146471261978,-0.2880906692147255,0.26182042378187176,-0.03614836931228638,-0.013237662613391876,0.32862820219993594,-0.7793612039089203,0.4154538022279739
27.630000000010785,-0.007568355184048414,0.16089962422847748,0.15270146471261978,-0.2880906692147255,0.26182042378187176,-0.03614836931228638,-0.013237662613391876,0.32862820219993594,-0.7793612039089203,0.4154538022279739
